,Al_Franken,Amy_Klobuchar,Angus_King,Ben_Cardin,Ben_Sasse,Bernie_Sanders,Bill_Cassidy,Bill_Nelson,Bob_Casey_Jr.,Bob_Corker,Bob_Menendez,Brian_Schatz,Catherine_Cortez_Masto,Chris_Coons,Chris_Murphy_(Connecticut_politician),Chris_Van_Hollen,Chuck_Grassley,Chuck_Schumer,Claire_McCaskill,Cory_Booker,Cory_Gardner,Dan_Sullivan_(U.S._Senator),David_Perdue,Dean_Heller,Deb_Fischer,Debbie_Stabenow,Dianne_Feinstein,Dick_Durbin,Ed_Markey,Elizabeth_Warren,Gary_Peters_(politician),Heidi_Heitkamp,Jack_Reed_(politician),James_Lankford,Jeanne_Shaheen,Jeff_Flake,Jeff_Merkley,Jerry_Moran,Jim_Inhofe,Jim_Risch,Joe_Donnelly,Joe_Manchin,John_Barrasso,John_Boozman,John_Cornyn,John_Hoeven,John_McCain,John_N._Kennedy,John_Thune,Johnny_Isakson,Jon_Tester,Joni_Ernst,Kamala_Harris,Kirsten_Gillibrand,Lamar_Alexander,Lindsey_Graham,Lisa_Murkowski,Luther_Strange,Maggie_Hassan,Marco_Rubio,Maria_Cantwell,Mark_Warner,Martin_Heinrich,Mazie_Hirono,Michael_Bennet,Mike_Crapo,Mike_Enzi,Mike_Lee_(U.S._politician)	,Mike_Rounds,Mitch_McConnell,Orrin_Hatch,Pat_Roberts,Pat_Toomey,Patrick_Leahy,Patty_Murray,Rand_Paul,Richard_Blumenthal,Richard_Burr,Richard_Shelby,Rob_Portman,Roger_Wicker,Ron_Johnson_(U.S._politician),Ron_Wyden,Roy_Blunt,Sheldon_Whitehouse,Shelley_Moore_Capito,Sherrod_Brown,Steve_Daines,Susan_Collins,Tammy_Baldwin,Tammy_Duckworth,Ted_Cruz,Thad_Cochran,Thom_Tillis,Tim_Kaine,Tim_Scott,Todd_Young,Tom_Carper,Tom_Cotton,Tom_Udall
2017-09,83442.0,32885.0,15717.0,7834.0,33255.0,146213.0,72223.0,25957.0,8948.0,48535.0,56690.0,8984.0,9433.0,7228.0,13596.0,7619.0,15652.0,91978.0,14201.0,45895.0,11272.0,6551.0,7663.0,9227.0,5610.0,15607.0,65681.0,31254.0,10144.0,70538.0,6324.0,18356.0,2747.0,8737.0,12066.0,27840.0,10825.0,4074.0,8513.0,4731.0,11955.0,16479.0,9310.0,3818.0,17356.0,5359.0,376744.0,73.0,10421.0,7182.0,7403.0,18727.0,179672.0,46928.0,17989.0,56392.0,29937.0,182464.0,10344.0,44446.0,13548.0,24098.0,7187.0,14703.0,11128.0,4610.0,4316.0,,4336.0,81296.0,44980.0,5812.0,11874.0,17830.0,13075.0,59075.0,15313.0,9955.0,15317.0,11008.0,6606.0,2890.0,11952.0,9970.0,8090.0,6782.0,18993.0,5698.0,58626.0,15053.0,42816.0,113776.0,11276.0,8766.0,29326.0,24218.0,7677.0,5523.0,17768.0,9751.0
2017-10,87787.0,21416.0,25091.0,10197.0,49108.0,147347.0,9701.0,14124.0,9657.0,300419.0,31250.0,8590.0,16474.0,8780.0,22698.0,9062.0,23300.0,81834.0,22017.0,49592.0,9874.0,6451.0,8545.0,15603.0,8204.0,13863.0,117591.0,21456.0,11314.0,82071.0,6620.0,11872.0,3124.0,9208.0,11954.0,277219.0,10485.0,4042.0,10268.0,8079.0,10846.0,17551.0,10251.0,4707.0,19031.0,4821.0,363368.0,94.0,13175.0,7521.0,9017.0,10603.0,112611.0,39004.0,27723.0,36168.0,15143.0,25524.0,11211.0,41604.0,10777.0,25744.0,9655.0,11526.0,10031.0,5874.0,5436.0,,4301.0,107087.0,55273.0,5610.0,11326.0,27848.0,14759.0,51790.0,19984.0,20429.0,11544.0,12536.0,9278.0,3128.0,10091.0,10501.0,11619.0,7333.0,30422.0,5806.0,60096.0,20151.0,25767.0,85305.0,24024.0,10365.0,35074.0,12983.0,8660.0,5521.0,26749.0,7053.0
2017-11,941293.0,39919.0,21210.0,10892.0,25537.0,204920.0,8282.0,12515.0,10328.0,27702.0,92031.0,10012.0,10286.0,9926.0,19677.0,11349.0,18112.0,105924.0,28937.0,54207.0,16805.0,4397.0,10473.0,9215.0,7178.0,13628.0,70980.0,23280.0,13623.0,425843.0,8294.0,10474.0,3328.0,15683.0,17480.0,48795.0,10232.0,5432.0,9471.0,5660.0,10766.0,16077.0,8238.0,5611.0,22617.0,4698.0,218453.0,88.0,12597.0,8549.0,8859.0,10640.0,114177.0,73519.0,13506.0,28292.0,25972.0,85744.0,10797.0,35988.0,21141.0,35594.0,7840.0,12376.0,11031.0,6694.0,5880.0,,4692.0,106041.0,103576.0,6940.0,16928.0,26567.0,11174.0,195958.0,22126.0,12113.0,25848.0,14191.0,6603.0,4451.0,21586.0,13678.0,20856.0,7887.0,34116.0,9074.0,45985.0,22024.0,31880.0,62925.0,10578.0,8863.0,50405.0,27596.0,9071.0,8045.0,63482.0,6823.0
2017-12,606451.0,44610.0,35799.0,13705.0,28398.0,145510.0,11614.0,14941.0,12546.0,68209.0,22339.0,12656.0,14416.0,9863.0,15082.0,12920.0,45013.0,103245.0,22240.0,84595.0,19128.0,5708.0,15321.0,14743.0,9049.0,14912.0,88348.0,26835.0,15464.0,131685.0,9196.0,15324.0,3530.0,11452.0,15808.0,69868.0,12783.0,4913.0,10751.0,6012.0,15109.0,29542.0,10343.0,6391.0,27634.0,5859.0,300064.0,200.0,14666.0,9288.0,31661.0,12940.0,155783.0,316649.0,13669.0,39025.0,26175.0,179815.0,18349.0,49263.0,14126.0,46983.0,8971.0,18681.0,12597.0,7279.0,6657.0,,5131.0,141666.0,142909.0,6957.0,21876.0,30122.0,13590.0,45147.0,27589.0,14784.0,111421.0,14856.0,10686.0,4277.0,24200.0,13707.0,16315.0,11410.0,22615.0,8925.0,82640.0,22714.0,30714.0,79303.0,28146.0,9946.0,32734.0,55175.0,10745.0,8781.0,52912.0,9001.0
2018-01,97127.0,34984.0,24623.0,42686.0,23841.0,158892.0,9329.0,19505.0,16449.0,23858.0,32299.0,18821.0,15894.0,10977.0,14317.0,14767.0,38611.0,223753.0,32191.0,260666.0,30478.0,4659.0,52201.0,11287.0,7718.0,16242.0,149900.0,217480.0,17494.0,120404.0,8652.0,21540.0,3391.0,16101.0,13606.0,125314.0,13002.0,5173.0,11203.0,5526.0,15655.0,41971.0,8422.0,6082.0,26754.0,5953.0,187656.0,98.0,11264.0,9532.0,16724.0,17085.0,305848.0,97662.0,14456.0,178226.0,15249.0,20484.0,13589.0,45281.0,12708.0,35136.0,8969.0,30055.0,21168.0,6535.0,5264.0,,7401.0,149012.0,176096.0,7213.0,12939.0,40799.0,17003.0,70159.0,31624.0,12600.0,19856.0,12443.0,8451.0,4573.0,17197.0,12327.0,14344.0,9636.0,28101.0,6851.0,64384.0,29044.0,424264.0,85866.0,16724.0,11261.0,35615.0,22434.0,11041.0,8762.0,108968.0,8661.0
2018-02,47374.0,21277.0,19309.0,11050.0,15162.0,111511.0,6591.0,79153.0,12667.0,18400.0,17340.0,11613.0,9052.0,8998.0,20792.0,7979.0,23410.0,92971.0,22345.0,57609.0,12859.0,2746.0,11546.0,8772.0,5813.0,13171.0,107576.0,31832.0,10172.0,86042.0,6293.0,14559.0,2973.0,13576.0,10181.0,30337.0,8134.0,4146.0,8774.0,6334.0,10136.0,31397.0,6081.0,4069.0,18886.0,4572.0,187142.0,93.0,8662.0,7095.0,9481.0,13320.0,127474.0,92702.0,10286.0,35260.0,10452.0,7586.0,9604.0,144963.0,9005.0,34613.0,7405.0,12171.0,9477.0,5283.0,4044.0,,4877.0,92561.0,60848.0,5457.0,14544.0,20689.0,9787.0,101832.0,20554.0,14146.0,10592.0,22717.0,6700.0,2963.0,15575.0,11692.0,10927.0,7343.0,15417.0,5219.0,18808.0,22653.0,121749.0,80007.0,9884.0,8984.0,29275.0,25187.0,8849.0,7936.0,19722.0,6365.0
2018-03,48062.0,26925.0,20464.0,12184.0,28184.0,121107.0,6888.0,23420.0,14935.0,18212.0,14910.0,8554.0,10058.0,8225.0,3412.0,10251.0,17207.0,68792.0,23562.0,71785.0,12401.0,2640.0,9332.0,11051.0,5838.0,11607.0,83505.0,22676.0,11301.0,141258.0,1696.0,15721.0,3061.0,8852.0,11267.0,58985.0,8403.0,4419.0,9290.0,8740.0,12438.0,24327.0,6788.0,4435.0,20815.0,5057.0,190174.0,195.0,7747.0,8474.0,12705.0,11293.0,128134.0,46150.0,11191.0,38108.0,10641.0,8892.0,9452.0,64718.0,10551.0,40082.0,8697.0,11994.0,12118.0,7655.0,4603.0,,3506.0,71107.0,46146.0,5772.0,14946.0,22806.0,10246.0,53693.0,19695.0,13217.0,12791.0,12774.0,12870.0,2510.0,18812.0,9614.0,9606.0,7670.0,18942.0,5598.0,16944.0,22149.0,55540.0,134202.0,54974.0,10777.0,31248.0,14534.0,8112.0,6255.0,19217.0,6614.0
2018-04,43791.0,32168.0,15774.0,14445.0,31896.0,114017.0,8968.0,56540.0,12067.0,26536.0,22956.0,33716.0,11785.0,19119.0,5054.0,9984.0,33478.0,83359.0,22477.0,85212.0,14468.0,5232.0,10593.0,10181.0,9895.0,14438.0,60700.0,42495.0,15972.0,75736.0,1235.0,20517.0,3342.0,9897.0,15986.0,37456.0,11206.0,7273.0,13100.0,8103.0,14870.0,24456.0,9521.0,6483.0,21639.0,6632.0,220188.0,103.0,22796.0,12686.0,93265.0,22419.0,217345.0,44363.0,14068.0,45439.0,13691.0,7255.0,13942.0,42246.0,29692.0,25545.0,9057.0,26979.0,11086.0,10094.0,6554.0,,8062.0,74184.0,54399.0,9243.0,12094.0,32587.0,13679.0,52227.0,36072.0,11970.0,14295.0,14553.0,14120.0,3906.0,14503.0,21503.0,13007.0,8699.0,19080.0,8804.0,33613.0,27281.0,384569.0,104173.0,17560.0,18844.0,37788.0,33066.0,11974.0,7836.0,18792.0,11686.0
2018-05,42331.0,15815.0,15039.0,10901.0,14946.0,123167.0,5652.0,36606.0,14424.0,23260.0,17262.0,10566.0,7637.0,7183.0,1915.0,7285.0,16659.0,74720.0,18263.0,68552.0,10198.0,2199.0,7866.0,9269.0,7659.0,9289.0,81590.0,14999.0,10242.0,90265.0,761.0,13424.0,2921.0,8247.0,10583.0,42713.0,7641.0,3582.0,7456.0,6647.0,21852.0,44134.0,5306.0,4087.0,15134.0,4103.0,803399.0,66.0,6849.0,6925.0,19889.0,9086.0,157895.0,37817.0,10027.0,27207.0,10554.0,5902.0,7812.0,38781.0,9052.0,28751.0,10951.0,13475.0,7831.0,7993.0,3497.0,,3440.0,89991.0,39766.0,4389.0,9999.0,18411.0,8247.0,34962.0,17401.0,13450.0,8946.0,9247.0,5763.0,1869.0,16479.0,10299.0,6211.0,9033.0,18760.0,5010.0,17384.0,26726.0,49447.0,70108.0,8477.0,7387.0,27656.0,12211.0,8175.0,5934.0,20303.0,9486.0
2018-06,34502.0,16622.0,16730.0,16585.0,19346.0,145130.0,5290.0,42518.0,10856.0,25250.0,43058.0,8819.0,9509.0,7326.0,1882.0,10064.0,19016.0,72155.0,26853.0,75376.0,13620.0,2148.0,7714.0,12804.0,4602.0,10211.0,99350.0,22921.0,10544.0,91116.0,977.0,28447.0,2254.0,9997.0,9628.0,29825.0,35027.0,4200.0,10597.0,6174.0,11866.0,22311.0,5283.0,3921.0,16244.0,5416.0,255330.0,69.0,6990.0,6328.0,15187.0,10748.0,160091.0,52654.0,10841.0,34093.0,14926.0,8035.0,13535.0,39275.0,9364.0,25686.0,6742.0,22244.0,9979.0,6297.0,3790.0,,4058.0,106157.0,35091.0,4482.0,11810.0,21174.0,8361.0,34904.0,21805.0,10370.0,9367.0,10070.0,7192.0,1727.0,12940.0,8820.0,8342.0,7298.0,17503.0,5150.0,30079.0,25503.0,35652.0,99543.0,7678.0,7364.0,35121.0,14769.0,6587.0,5444.0,13932.0,7232.0
2018-07,43055.0,20390.0,21426.0,11958.0,39259.0,149751.0,6083.0,32677.0,14127.0,31676.0,38396.0,10901.0,10328.0,11797.0,2557.0,9307.0,18209.0,86109.0,40110.0,99913.0,12574.0,2770.0,9702.0,10533.0,5973.0,14403.0,79879.0,33977.0,12665.0,183005.0,1080.0,25075.0,2999.0,11229.0,19173.0,35099.0,14028.0,6553.0,12172.0,7679.0,18300.0,27725.0,7963.0,4406.0,17107.0,6009.0,250479.0,89.0,11448.0,9534.0,28602.0,15423.0,198520.0,59008.0,11662.0,31735.0,27902.0,7449.0,11402.0,38635.0,19345.0,32199.0,7036.0,14444.0,9077.0,6316.0,4420.0,,6579.0,112875.0,47808.0,5306.0,13339.0,22368.0,10349.0,75732.0,33542.0,16366.0,14418.0,13019.0,5833.0,741.0,13645.0,11549.0,9151.0,9590.0,19653.0,9187.0,82205.0,26630.0,52564.0,72472.0,8753.0,8694.0,35606.0,26592.0,12524.0,9189.0,14531.0,9446.0
2018-08,43556.0,31288.0,18743.0,9743.0,25728.0,155640.0,6148.0,61822.0,20946.0,17649.0,25228.0,16648.0,8246.0,11925.0,2711.0,8742.0,21686.0,63753.0,56412.0,72848.0,11186.0,2981.0,8779.0,10638.0,5667.0,28599.0,62803.0,21140.0,12246.0,149216.0,1279.0,16708.0,3612.0,7165.0,12063.0,63866.0,9528.0,4399.0,21609.0,4993.0,19912.0,23498.0,8994.0,4254.0,18528.0,5555.0,5757278.0,79.0,9115.0,10852.0,14201.0,17141.0,146208.0,48546.0,12358.0,121239.0,14624.0,7555.0,12573.0,41063.0,18337.0,33228.0,12972.0,21714.0,8776.0,5381.0,5138.0,,5022.0,64141.0,41081.0,6282.0,10703.0,24562.0,9425.0,50786.0,62345.0,14298.0,11852.0,11168.0,6113.0,294.0,12599.0,16067.0,8955.0,7986.0,19840.0,5335.0,31894.0,34938.0,49597.0,120366.0,11052.0,7515.0,38488.0,27533.0,8191.0,12050.0,17229.0,8152.0
2018-09,82655.0,401858.0,43784.0,12680.0,258050.0,142159.0,10791.0,100500.0,17494.0,40331.0,37560.0,21558.0,13657.0,169294.0,2639.0,10234.0,469306.0,104640.0,76661.0,622241.0,19318.0,4524.0,18160.0,23028.0,15942.0,23018.0,521519.0,211473.0,16161.0,145042.0,1241.0,34366.0,6602.0,7462.0,14466.0,535160.0,18880.0,14356.0,15690.0,6737.0,59758.0,59279.0,8221.0,5711.0,106371.0,6923.0,2470151.0,112.0,10972.0,10104.0,36196.0,29336.0,809572.0,118627.0,14470.0,873793.0,101547.0,9656.0,19945.0,78133.0,16477.0,29195.0,12038.0,230308.0,12867.0,68294.0,7052.0,,4555.0,175030.0,212587.0,7933.0,15774.0,240278.0,18004.0,39845.0,437325.0,19820.0,19141.0,16447.0,8492.0,205.0,14482.0,14151.0,243652.0,23674.0,24941.0,8384.0,167502.0,30852.0,62911.0,338473.0,25866.0,73489.0,41271.0,25236.0,11350.0,24229.0,27649.0,9533.0
2018-10,69717.0,126356.0,66383.0,22895.0,129100.0,176815.0,18359.0,135744.0,39297.0,38261.0,100226.0,18179.0,22135.0,60660.0,3111.0,13787.0,154228.0,153196.0,103065.0,275952.0,27527.0,6018.0,22822.0,38032.0,22868.0,49955.0,277328.0,55710.0,19974.0,487759.0,1465.0,187835.0,4297.0,11762.0,22129.0,223046.0,21887.0,6528.0,15586.0,6768.0,62276.0,229368.0,11687.0,7230.0,58385.0,13254.0,379440.0,110.0,13691.0,12090.0,44668.0,37380.0,417980.0,87663.0,21014.0,507478.0,290495.0,8434.0,22162.0,63177.0,34433.0,25801.0,15266.0,91223.0,13570.0,11278.0,7995.0,,6894.0,386054.0,119518.0,9517.0,22845.0,64160.0,24820.0,69029.0,156360.0,16954.0,17270.0,20602.0,13114.0,206.0,15910.0,15411.0,37195.0,44783.0,45826.0,43911.0,698667.0,49673.0,50131.0,374749.0,21095.0,21709.0,60747.0,28230.0,15708.0,13825.0,33018.0,10464.0
2018-11,60809.0,115581.0,106173.0,22949.0,73102.0,271935.0,10959.0,334613.0,44395.0,32938.0,141711.0,18078.0,25782.0,16876.0,3212.0,16836.0,55650.0,125256.0,150439.0,108129.0,31865.0,5707.0,21157.0,52747.0,12957.0,57952.0,173298.0,36528.0,19007.0,159260.0,2532.0,63912.0,4086.0,9956.0,17939.0,132809.0,21418.0,7473.0,17093.0,8813.0,80013.0,67968.0,14142.0,7620.0,69953.0,9072.0,585497.0,77.0,20916.0,13849.0,76322.0,42663.0,360158.0,164658.0,20811.0,105788.0,29178.0,16806.0,15990.0,101459.0,34242.0,37266.0,16353.0,30978.0,16735.0,8473.0,9563.0,,7523.0,169994.0,99248.0,13393.0,22885.0,39530.0,16267.0,53054.0,35578.0,16036.0,21970.0,18634.0,28160.0,214.0,16520.0,21439.0,15027.0,16934.0,155271.0,15605.0,52234.0,81061.0,70454.0,438808.0,66258.0,17822.0,81958.0,40070.0,17866.0,13564.0,33080.0,13229.0
2018-12,38040.0,101654.0,22964.0,11981.0,25231.0,174744.0,7607.0,26203.0,18106.0,57201.0,16973.0,15291.0,11974.0,12348.0,2120.0,10100.0,31054.0,235490.0,77641.0,74902.0,13414.0,2972.0,11528.0,12894.0,5608.0,14223.0,59624.0,29737.0,12529.0,276876.0,1346.0,19560.0,2987.0,9798.0,11911.0,50715.0,15909.0,6117.0,16928.0,7149.0,15226.0,23143.0,12337.0,5553.0,22945.0,5527.0,263699.0,89.0,15159.0,9125.0,36386.0,15696.0,301340.0,79916.0,37224.0,93724.0,16586.0,5388.0,10358.0,44613.0,11044.0,26093.0,7398.0,27217.0,14493.0,6387.0,13801.0,,5513.0,112708.0,81244.0,10134.0,14509.0,27380.0,9680.0,59944.0,54961.0,12770.0,14511.0,14427.0,6639.0,286.0,19412.0,13579.0,9965.0,8776.0,65507.0,9737.0,41788.0,25053.0,34451.0,76918.0,6923.0,12249.0,29604.0,29191.0,9669.0,7208.0,38498.0,8736.0
