,Adam_Kinzinger,Adam_Schiff,Adam_Smith_(politician),Adrian_Smith_(politician),Adriano_Espaillat,Al_Green_(politician),Al_Lawson,Alan_Lowenthal,Albio_Sires,Alcee_Hastings,Alex_Mooney,Alma_Adams,Ami_Bera,André_Carson,Andy_Barr_(U.S._politician),Andy_Biggs_(politician),Andy_Harris,Ann_McLane_Kuster,Ann_Wagner,Anna_Eshoo,Anthony_G._Brown,Austin_Scott_(politician),Barbara_Comstock,Barbara_Lee,Barry_Loudermilk,Ben_Luján,Bennie_Thompson,Beto_O'Rourke,Betty_McCollum,Bill_Flores,Bill_Foster_(politician),Bill_Huizenga,Bill_Johnson_(Ohio_politician),Bill_Keating_(politician),Bill_Pascrell,Bill_Posey,Bill_Shuster,Billy_Long,Blaine_Luetkemeyer,Blake_Farenthold,Bob_Brady,Bob_Gibbs,Bob_Goodlatte,Bob_Latta,Bobby_Rush,Bobby_Scott_(politician),Bonnie_Watson_Coleman,Brad_Schneider,Brad_Sherman,Brad_Wenstrup,Bradley_Byrne,Brenda_Lawrence,Brendan_F._Boyle,Brett_Guthrie,Brian_Babin,Brian_Fitzpatrick_(American_politician),Brian_Higgins,Brian_Mast,Bruce_Poliquin,Bruce_Westerman,Buddy_Carter,Carlos_Curbelo_(politician),Carol_Shea-Porter,Carolyn_Maloney,Cathy_McMorris_Rodgers,Cedric_Richmond,Charlie_Crist,Charlie_Dent,Chellie_Pingree,Cheri_Bustos,Chris_Collins_(U.S._politician),Chris_Smith_(New_Jersey_politician),Chris_Stewart_(politician),Chuck_Fleischmann,Claudia_Tenney,Clay_Higgins,Colleen_Hanabusa,Collin_Peterson,Dan_Donovan_(politician),Dan_Kildee,Dan_Lipinski,Dan_Newhouse,Dana_Rohrabacher,Daniel_Webster_(Florida_politician),Danny_K._Davis,Darin_LaHood,Darrell_Issa,Darren_Soto,Dave_Brat,Dave_Loebsack,Dave_Reichert,David_Cicilline,David_Joyce_(politician),David_Kustoff,David_McKinley,David_Price_(U.S._politician),David_Rouzer,David_Schweikert,David_Scott_(Georgia_politician),David_Trott,David_Valadao,David_Young_(Iowa_politician),Debbie_Dingell,Debbie_Wasserman_Schultz,Dennis_Heck,Dennis_Ross,Derek_Kilmer,Devin_Nunes,Diana_DeGette,Diane_Black,Dina_Titus,Don_Bacon_(politician),Don_Beyer,Don_Young,Donald_McEachin,Donald_Norcross,"Donald_Payne,_Jr.",Doris_Matsui,Doug_Collins_(politician),Doug_LaMalfa,Doug_Lamborn,Drew_Ferguson_(politician),Duncan_D._Hunter,Dutch_Ruppersberger,Dwight_Evans_(politician),Earl_Blumenauer,Ed_Perlmutter,Ed_Royce,Eddie_Johnson,Elijah_Cummings,Eliot_Engel,Elise_Stefanik,Elizabeth_Esty,Emanuel_Cleaver,Eric_Swalwell,Erik_Paulsen,Evan_Jenkins_(politician),"Filemon_Vela,_Jr.",Francis_Rooney,Frank_LoBiondo,Frank_Lucas_(Oklahoma_politician),Frank_Pallone,Fred_Upton,Frederica_Wilson,French_Hill_(politician),G._K._Butterfield,Garret_Graves,Gary_Palmer_(politician),Gene_Green,George_Holding,Gerry_Connolly,Glenn_Grothman,Glenn_Thompson_(politician),Grace_Meng,Grace_Napolitano,Greg_Walden,Gregg_Harper,Gregory_Meeks,Gus_Bilirakis,Gwen_Moore,Hakeem_Jeffries,Hal_Rogers,Hank_Johnson,Henry_Cuellar,Ileana_Ros-Lehtinen,Jack_Bergman,Jackie_Speier,Jackie_Walorski,Jacky_Rosen,Jaime_Herrera_Beutler,James_Comer_(politician),Jamie_Raskin,Jan_Schakowsky,Jared_Huffman,Jared_Polis,Jason_Chaffetz,Jason_Lewis_(congressman),Jason_T._Smith,Jeb_Hensarling,Jeff_Denham,Jeff_Duncan_(politician),Jeff_Fortenberry,Jerrold_Nadler,Jerry_McNerney,Jim_Banks,Jim_Bridenstine,Jim_Clyburn,Jim_Cooper,Jim_Costa,Jim_Himes,Jim_Jordan_(U.S._politician),Jim_Langevin,Jim_McGovern_(U.S._politician),Jim_Renacci,Jim_Sensenbrenner,Jimmy_Duncan_(U.S._politician),Jimmy_Panetta,Joaquín_Castro,Jodey_Arrington,Jody_Hice,Joe_Barton,Joe_Courtney_(politician),Joe_Kennedy,Joe_Wilson_(U.S._politician),John_B._Larson,John_Carter_(Texas_politician),John_Conyers,John_Culberson,John_Delaney,John_Faso,John_Garamendi,John_Katko,John_Lewis_(civil_rights_leader),John_Moolenaar,John_Ratcliffe_(American_politician),John_Rutherford_(Florida_politician),John_Sarbanes,John_Shimkus,John_Yarmuth,Joseph_Crowley,Josh_Gottheimer,José_Serrano,Joyce_Beatty,Juan_Vargas,Judy_Chu,Julia_Brownley,Justin_Amash,Karen_Bass,Katherine_Clark,Kathleen_Rice,Kathy_Castor,Kay_Granger,Keith_Ellison,Keith_Rothfus,Ken_Buck,Ken_Calvert,Kenny_Marchant,Kevin_Brady,Kevin_Cramer,Kevin_McCarthy_(California_politician),Kevin_Yoder,Kristi_Noem,Kurt_Schrader,Kyrsten_Sinema,Lamar_S._Smith,Larry_Bucshon,Lee_Zeldin,Leonard_Lance,Linda_Sánchez,Lisa_Blunt_Rochester,Liz_Cheney,Lloyd_Doggett,Lloyd_Smucker,Lois_Frankel,Lou_Barletta,Lou_Correa,Louie_Gohmert,Louise_Slaughter,Lucille_Roybal-Allard,Luis_Gutiérrez,Luke_Messer,Lynn_Jenkins,Mac_Thornberry,Marc_Veasey,Marcia_Fudge,Marcy_Kaptur,Mario_Díaz-Balart,Mark_Amodei,Mark_DeSaulnier,Mark_Meadows_(North_Carolina_politician),Mark_Pocan,Mark_Sanford,Mark_Takano,Mark_Walker_(North_Carolina_politician),Markwayne_Mullin,Marsha_Blackburn,Martha_McSally,Martha_Roby,Matt_Cartwright,Matt_Gaetz,Maxine_Waters,Mia_Love,Michael_Burgess,Michael_Doyle,Michael_McCaul,Michelle_Lujan_Grisham,Mike_Bishop_(politician),Mike_Bost,Mike_Capuano,Mike_Coffman,Mike_Conaway,Mike_Gallagher_(American_politician),Mike_Johnson_(Louisiana_politician),Mike_Kelly_(Pennsylvania_politician),Mike_Quigley_(politician),Mike_Rogers,Mike_Simpson,Mike_Thompson_(California_politician),Mike_Turner,Mimi_Walters,Mo_Brooks,Morgan_Griffith,Nancy_Pelosi,Nanette_Barragán,Neal_Dunn,Niki_Tsongas,Nita_Lowey,Norma_Torres,Nydia_Velázquez,Pat_Meehan,Pat_Tiberi,Patrick_McHenry,Paul_Cook_(politician),Paul_Gosar,Paul_Mitchell_(politician),Paul_Ryan,Paul_Tonko,Pete_Aguilar,Pete_Olson,Pete_Sessions,Pete_Visclosky,Peter_DeFazio,Peter_King,Peter_Roskam,Peter_Welch,Phil_Roe_(politician),Pramila_Jayapal,Raja_Krishnamoorthi,Ralph_Abraham_(politician),Randy_Hultgren,Randy_Weber,Raul_Ruiz_(politician),Raúl_Grijalva,Raúl_Labrador,Richard_Hudson_(U.S._politician),Richard_Neal,Rick_Crawford_(politician),Rick_Larsen,Rick_Nolan,Rick_W._Allen,Ro_Khanna,Rob_Bishop,Rob_Wittman,Rob_Woodall,Robert_Aderholt,Robert_Pittenger,Robin_Kelly,Rod_Blum,Rodney_Davis,Rodney_Frelinghuysen,Roger_Marshall_(politician),Roger_Williams_(U.S._politician),Ron_DeSantis,Ron_Kind,Rosa_DeLauro,Ruben_Gallego,Ruben_Kihuen,Ryan_Costello,Salud_Carbajal,Sam_Graves,Sam_Johnson,Sander_Levin,Sanford_Bishop,Scott_DesJarlais,Scott_Perry_(politician),Scott_Peters_(politician),Scott_Taylor_(politician),Scott_Tipton,Sean_Duffy,Sean_Patrick_Maloney,Seth_Moulton,Sheila_Jackson_Lee,Steny_Hoyer,Stephanie_Murphy,Stephen_F._Lynch,Steve_Chabot,Steve_Cohen,Steve_King,Steve_Knight_(politician),Steve_Pearce_(politician),Steve_Russell_(politician),Steve_Scalise,Steve_Stivers,Steve_Womack,Steven_Palazzo,Susan_Brooks,Susan_Davis_(politician),Suzan_DelBene,Suzanne_Bonamici,Ted_Budd,Ted_Deutch,Ted_Lieu,Ted_Poe,Ted_Yoho,Terri_Sewell,"Thomas_Garrett,_Jr.",Thomas_Massie,Thomas_Suozzi,Tim_Ryan_(politician),Tim_Walberg,Tim_Walz,Timothy_F._Murphy,Todd_Rokita,Tom_Cole,Tom_Emmer,Tom_Graves,Tom_MacArthur,Tom_Marino,Tom_McClintock,Tom_O'Halleran,Tom_Price_(U.S._politician),Tom_Reed_(politician),Tom_Rice,Tom_Rooney_(politician),Tony_Cárdenas,Trent_Franks,Trent_Kelly,Trey_Gowdy,Trey_Hollingsworth,Tulsi_Gabbard,Val_Demings,Vern_Buchanan,Vicente_González_(politician),Vicky_Hartzler,Virginia_Foxx,Walter_Jones,Warren_Davidson,Will_Hurd,William_Clay,Yvette_Clarke,Zoe_Lofgren
2016-04,6579.0,6541.0,2712.0,1368.0,1296.0,4527.0,30.0,2164.0,2348.0,4795.0,2472.0,5134.0,5505.0,6153.0,1722.0,950.0,117.0,2050.0,3696.0,4368.0,7862.0,1475.0,4426.0,6992.0,1707.0,249.0,2989.0,2786.0,2295.0,1833.0,2500.0,1452.0,1323.0,1686.0,2251.0,1785.0,6292.0,1498.0,1640.0,1779.0,3435.0,1385.0,3227.0,1239.0,8962.0,,2700.0,1691.0,3554.0,1494.0,2162.0,2083.0,1453.0,1404.0,2192.0,,2525.0,,2489.0,1353.0,1732.0,2604.0,1612.0,5367.0,5953.0,2184.0,14197.0,4562.0,3338.0,2416.0,5760.0,3649.0,2384.0,1505.0,667.0,,2393.0,4483.0,1719.0,2121.0,3112.0,1404.0,7749.0,3750.0,2400.0,2742.0,11832.0,1069.0,5804.0,1744.0,3563.0,3960.0,1371.0,,1733.0,1839.0,1479.0,2606.0,1710.0,845.0,2570.0,209.0,4361.0,71658.0,1598.0,5305.0,2600.0,2843.0,3724.0,2759.0,2689.0,,5338.0,6214.0,658.0,3225.0,1560.0,2760.0,1941.0,3191.0,2055.0,,20376.0,2911.0,,3023.0,1916.0,4399.0,235.0,8902.0,4483.0,7618.0,2499.0,2760.0,3728.0,3794.0,1780.0,1548.0,1122.0,2575.0,652.0,2943.0,3721.0,2990.0,1444.0,7858.0,1511.0,1736.0,2154.0,1783.0,3020.0,3147.0,1278.0,4484.0,2775.0,2682.0,1304.0,2532.0,1958.0,3145.0,5133.0,2703.0,6490.0,2592.0,6924.0,78.0,8710.0,1925.0,,3681.0,1104.0,16785.0,3431.0,4723.0,6797.0,10874.0,,1567.0,2238.0,2660.0,1566.0,1869.0,4593.0,2081.0,1612.0,2299.0,4167.0,3595.0,3017.0,2961.0,3012.0,418.0,2596.0,1673.0,4661.0,2467.0,37.0,18775.0,825.0,1753.0,3807.0,1820.0,480.0,7165.0,1941.0,1196.0,11912.0,2252.0,437.0,1448.0,4336.0,2217.0,89.0,1263.0,1453.0,,4523.0,2302.0,2181.0,3104.0,1145.0,147.0,1940.0,2771.0,5826.0,2079.0,6641.0,3648.0,3677.0,3480.0,2455.0,2114.0,14857.0,2010.0,2602.0,2289.0,1351.0,3705.0,3223.0,16212.0,2257.0,4086.0,2263.0,6243.0,5254.0,1667.0,4909.0,2560.0,3742.0,,7444.0,3725.0,1513.0,2710.0,4208.0,1089.0,10046.0,4376.0,2088.0,4897.0,1992.0,2237.0,2899.0,1619.0,2479.0,5474.0,2037.0,2234.0,2130.0,2392.0,3140.0,11059.0,4100.0,3842.0,2533.0,7884.0,7319.0,3744.0,2520.0,1057.0,7246.0,15177.0,122.0,377.0,3836.0,2271.0,2031.0,2038.0,20686.0,2767.0,1929.0,,665.0,1623.0,2033.0,146.0,1888.0,2637.0,2298.0,3682.0,2867.0,1525.0,67333.0,428.0,,4162.0,4314.0,2088.0,4128.0,3877.0,2006.0,2113.0,2648.0,2504.0,,191522.0,1231.0,3911.0,1759.0,3847.0,2117.0,3118.0,1126.0,3088.0,4960.0,1410.0,7131.0,1746.0,1337.0,2287.0,1937.0,3546.0,5335.0,4836.0,1180.0,2591.0,1245.0,2152.0,5625.0,1158.0,2227.0,2718.0,2562.0,1353.0,2630.0,2127.0,2316.0,2092.0,98.0,3132.0,,1517.0,5478.0,3129.0,3848.0,2847.0,1828.0,2560.0,39.0,1901.0,3698.0,2795.0,2481.0,3831.0,2430.0,3140.0,1311.0,1818.0,12056.0,4387.0,5409.0,6550.0,12246.0,,2356.0,2264.0,4082.0,5044.0,3155.0,1885.0,2908.0,7740.0,1807.0,2759.0,1719.0,2696.0,2668.0,2579.0,2352.0,,2649.0,8844.0,3705.0,2484.0,3159.0,397.0,3566.0,1274.0,3984.0,2139.0,3384.0,2724.0,2127.0,2966.0,3379.0,1419.0,2304.0,3332.0,4711.0,363.0,2568.0,2797.0,1559.0,2795.0,1632.0,2426.0,73.0,14299.0,,52389.0,864.0,2463.0,3.0,2024.0,2916.0,441.0,32.0,3452.0,70.0,4288.0,3396.0
2016-05,10515.0,6649.0,2400.0,1295.0,1061.0,3047.0,36.0,2151.0,2126.0,5958.0,2681.0,5056.0,6556.0,6762.0,2079.0,905.0,125.0,2342.0,3438.0,4842.0,3102.0,1807.0,4324.0,8678.0,2116.0,329.0,2348.0,2793.0,2390.0,1870.0,1808.0,1403.0,1264.0,1483.0,1900.0,1920.0,3243.0,1555.0,1496.0,2108.0,2360.0,1550.0,3086.0,2324.0,7296.0,,2526.0,1611.0,3618.0,1446.0,2238.0,1853.0,849.0,1606.0,1920.0,,2287.0,,3022.0,1384.0,1976.0,3577.0,1302.0,3608.0,7952.0,2480.0,12334.0,4634.0,3563.0,2241.0,4763.0,3078.0,2354.0,1311.0,797.0,,3149.0,3221.0,1507.0,1907.0,3085.0,1576.0,6809.0,3714.0,2060.0,2558.0,17055.0,782.0,11672.0,1520.0,5349.0,3505.0,1294.0,,1751.0,1845.0,1343.0,2488.0,1797.0,840.0,3049.0,272.0,4650.0,157154.0,1646.0,4110.0,2328.0,3096.0,2717.0,2783.0,3038.0,,4868.0,6028.0,664.0,3938.0,1177.0,2973.0,2413.0,2510.0,1452.0,,13279.0,2123.0,,3289.0,1518.0,5009.0,227.0,6918.0,2718.0,9116.0,2004.0,2061.0,4039.0,2524.0,1973.0,1539.0,2361.0,1857.0,745.0,2481.0,6278.0,2542.0,1389.0,12026.0,1553.0,1706.0,1998.0,4541.0,2856.0,1638.0,1174.0,4567.0,2877.0,3470.0,1084.0,1915.0,2067.0,2554.0,3014.0,2943.0,7979.0,2517.0,13579.0,88.0,7762.0,2040.0,,3437.0,1925.0,4128.0,2759.0,5299.0,6109.0,14811.0,,1360.0,2341.0,3184.0,1595.0,1867.0,3649.0,2035.0,1580.0,2889.0,4133.0,3410.0,3032.0,2503.0,8724.0,406.0,2158.0,1609.0,3636.0,3042.0,84.0,18376.0,2965.0,1685.0,4030.0,1845.0,666.0,6864.0,1788.0,1090.0,11389.0,2167.0,297.0,1655.0,4486.0,2137.0,90.0,1122.0,1445.0,,2339.0,2010.0,2667.0,2518.0,1300.0,143.0,1692.0,2623.0,5750.0,2095.0,8332.0,3849.0,3228.0,2777.0,2339.0,2238.0,17409.0,1602.0,2181.0,2316.0,1340.0,2983.0,5199.0,18280.0,2074.0,4724.0,2998.0,5749.0,5052.0,1574.0,4318.0,2484.0,4646.0,,8445.0,2811.0,345.0,2301.0,2811.0,1487.0,10692.0,3151.0,2150.0,5479.0,2127.0,2324.0,2742.0,1637.0,2273.0,4631.0,1535.0,1932.0,2688.0,2712.0,2635.0,12862.0,5005.0,1914.0,3171.0,18030.0,8441.0,3039.0,1743.0,761.0,6363.0,16485.0,191.0,584.0,4688.0,2654.0,2092.0,2130.0,49970.0,2632.0,1999.0,,596.0,1339.0,1929.0,94.0,1990.0,2897.0,2169.0,5168.0,2063.0,1511.0,65125.0,757.0,,3990.0,3003.0,1970.0,3112.0,2394.0,1809.0,1974.0,2559.0,2417.0,,277426.0,996.0,4003.0,1646.0,4055.0,2200.0,3704.0,801.0,2956.0,3578.0,1317.0,3502.0,2010.0,1364.0,1616.0,1850.0,3225.0,4516.0,9581.0,4941.0,2227.0,1178.0,1907.0,3852.0,3182.0,3520.0,2661.0,2797.0,1487.0,2509.0,2152.0,2023.0,1929.0,91.0,2851.0,,1442.0,6538.0,2502.0,3820.0,2851.0,1999.0,1716.0,52.0,1581.0,3867.0,2469.0,2612.0,4682.0,1895.0,3530.0,2785.0,1440.0,12231.0,9144.0,6254.0,5884.0,10133.0,,1678.0,2454.0,3496.0,5152.0,3038.0,2061.0,2522.0,6893.0,1571.0,2570.0,1904.0,3226.0,2622.0,2359.0,3248.0,,2318.0,6516.0,3385.0,2257.0,2830.0,651.0,4182.0,1274.0,4407.0,2168.0,2206.0,1941.0,2518.0,3083.0,2826.0,1497.0,1930.0,3842.0,4505.0,362.0,2361.0,2607.0,1196.0,2829.0,1828.0,2440.0,52.0,32518.0,162.0,36315.0,1059.0,2419.0,5.0,1673.0,2741.0,348.0,101.0,4200.0,56.0,3201.0,7989.0
2016-06,12002.0,12993.0,2770.0,1285.0,5591.0,3243.0,34.0,2575.0,2467.0,5533.0,2437.0,5615.0,6280.0,8064.0,1484.0,751.0,147.0,2905.0,2626.0,5356.0,2312.0,1352.0,4590.0,9170.0,1653.0,247.0,2497.0,6398.0,2444.0,3492.0,2819.0,1568.0,1421.0,1693.0,2445.0,1757.0,2488.0,1336.0,1597.0,1926.0,2871.0,1258.0,3662.0,1304.0,10823.0,,4106.0,2067.0,4522.0,1529.0,2236.0,2010.0,754.0,1570.0,1952.0,,2096.0,,2480.0,1416.0,1769.0,2967.0,1400.0,5641.0,4780.0,2866.0,17410.0,2919.0,3666.0,3557.0,3634.0,3320.0,2467.0,2762.0,2082.0,,2820.0,3404.0,1740.0,2167.0,2706.0,1540.0,7410.0,6894.0,2504.0,2848.0,16352.0,913.0,7977.0,1682.0,3257.0,4523.0,1377.0,,1496.0,2243.0,1526.0,2472.0,1916.0,762.0,2814.0,218.0,16777.0,55717.0,1535.0,2792.0,2351.0,3784.0,4381.0,3476.0,3020.0,,4361.0,6261.0,1474.0,3767.0,1102.0,3622.0,1574.0,2820.0,2972.0,,9817.0,2197.0,,2657.0,2194.0,5000.0,180.0,12473.0,2646.0,10665.0,3341.0,3095.0,7824.0,2856.0,1717.0,17016.0,3051.0,2183.0,800.0,2927.0,4643.0,3064.0,1572.0,13080.0,1452.0,1913.0,1760.0,9185.0,3204.0,1650.0,1117.0,3750.0,3340.0,2341.0,1100.0,2800.0,1981.0,4936.0,4974.0,2397.0,7879.0,2667.0,6724.0,78.0,13594.0,1647.0,49.0,2854.0,775.0,2699.0,3611.0,4671.0,7350.0,12186.0,,1582.0,4836.0,2649.0,2021.0,1808.0,7180.0,2422.0,513.0,2917.0,8183.0,3374.0,3099.0,14585.0,5273.0,388.0,2833.0,1924.0,3450.0,1916.0,99.0,26017.0,907.0,1655.0,2865.0,1943.0,505.0,8751.0,3252.0,1129.0,10728.0,1977.0,263.0,3938.0,5270.0,2286.0,136.0,1216.0,1862.0,,2476.0,2115.0,3500.0,3835.0,1760.0,121.0,2040.0,2846.0,6439.0,2361.0,6399.0,4670.0,12476.0,3267.0,2713.0,2026.0,17794.0,1760.0,2488.0,2579.0,1313.0,3074.0,2104.0,15791.0,2472.0,5326.0,1899.0,6770.0,4482.0,1381.0,9554.0,3043.0,6062.0,,6737.0,3023.0,357.0,2709.0,2054.0,1982.0,17840.0,3701.0,2562.0,5065.0,1723.0,2212.0,2575.0,1738.0,2605.0,8230.0,1830.0,1965.0,2708.0,2247.0,3174.0,12262.0,6649.0,4092.0,5255.0,13938.0,8800.0,4375.0,1685.0,769.0,9500.0,30040.0,222.0,251.0,5412.0,2506.0,1788.0,2528.0,22768.0,3048.0,1857.0,,499.0,1146.0,2606.0,158.0,1765.0,3464.0,2473.0,4120.0,2749.0,1582.0,68544.0,995.0,,4559.0,3315.0,2944.0,4818.0,2171.0,1765.0,2297.0,2242.0,2542.0,,168611.0,1068.0,4513.0,1992.0,5584.0,1742.0,2418.0,590.0,4574.0,3577.0,1382.0,4117.0,2153.0,1213.0,1745.0,1696.0,3250.0,5649.0,4519.0,2413.0,2528.0,1168.0,1757.0,4157.0,2920.0,5733.0,2223.0,2665.0,1442.0,2258.0,2559.0,3073.0,2284.0,82.0,3404.0,,1521.0,6338.0,2417.0,4753.0,3065.0,3470.0,2047.0,80.0,1894.0,3359.0,2677.0,2838.0,3269.0,1871.0,6485.0,10167.0,1930.0,27772.0,8891.0,27077.0,6450.0,10582.0,,2023.0,2216.0,4553.0,14318.0,2977.0,1918.0,2611.0,5919.0,1778.0,2212.0,1797.0,3765.0,2672.0,2327.0,2056.0,59.0,3154.0,6393.0,7893.0,3091.0,3380.0,499.0,4451.0,2812.0,12036.0,1754.0,3123.0,2321.0,1624.0,5487.0,3049.0,1745.0,1933.0,2164.0,4353.0,370.0,2681.0,1926.0,1261.0,3378.0,2256.0,2475.0,49.0,52526.0,95.0,54149.0,5590.0,2495.0,10.0,1874.0,3193.0,421.0,5681.0,5841.0,49.0,3625.0,4267.0
2016-07,7217.0,7501.0,2939.0,1151.0,5360.0,3141.0,68.0,1760.0,1960.0,9017.0,2266.0,3090.0,6163.0,7354.0,1274.0,921.0,160.0,2723.0,3502.0,4035.0,2558.0,1296.0,5060.0,15633.0,1643.0,479.0,2228.0,3185.0,3058.0,2030.0,1932.0,1987.0,1611.0,1718.0,2298.0,1794.0,1973.0,1838.0,1531.0,6497.0,5229.0,1389.0,5725.0,1217.0,9295.0,,8653.0,2413.0,4769.0,1493.0,2259.0,3768.0,1161.0,1368.0,2265.0,,2319.0,,2724.0,1598.0,6876.0,2666.0,1354.0,8026.0,6013.0,7998.0,18516.0,3050.0,3054.0,3410.0,4692.0,3212.0,2315.0,1982.0,837.0,953.0,6274.0,2786.0,1648.0,1833.0,2671.0,1723.0,6305.0,5184.0,2074.0,2628.0,20816.0,1008.0,7412.0,1547.0,3440.0,4668.0,1259.0,,1407.0,1750.0,1364.0,2996.0,1789.0,765.0,2323.0,227.0,11847.0,614189.0,1689.0,2766.0,2450.0,4352.0,2393.0,6657.0,2852.0,,5501.0,5933.0,741.0,2260.0,918.0,3201.0,3671.0,2011.0,1998.0,202.0,5113.0,2171.0,,2229.0,1768.0,3904.0,142.0,48275.0,2698.0,9918.0,1709.0,4244.0,3959.0,2737.0,1867.0,1163.0,4275.0,1859.0,687.0,2538.0,4005.0,4580.0,1421.0,26448.0,3559.0,3306.0,1804.0,2110.0,10208.0,3803.0,1048.0,4916.0,2317.0,2604.0,1077.0,2922.0,1922.0,2884.0,7473.0,2250.0,22357.0,2523.0,6637.0,2525.0,7514.0,2208.0,40.0,3007.0,832.0,2208.0,3505.0,2734.0,6933.0,82983.0,,1514.0,4452.0,2492.0,2054.0,1645.0,4144.0,2101.0,679.0,1738.0,6452.0,7222.0,2707.0,2992.0,10580.0,363.0,2076.0,1904.0,4861.0,3604.0,49.0,38506.0,679.0,4225.0,3942.0,1396.0,891.0,12804.0,1908.0,1705.0,17359.0,1758.0,285.0,2707.0,4004.0,2140.0,94.0,1264.0,2136.0,,2259.0,1885.0,2067.0,6902.0,1707.0,133.0,9590.0,2143.0,8859.0,1646.0,7941.0,3558.0,5015.0,2819.0,2459.0,1950.0,29936.0,1810.0,5156.0,2133.0,1439.0,2977.0,2098.0,16167.0,3285.0,7605.0,1923.0,6555.0,5910.0,1442.0,5195.0,2134.0,7522.0,24.0,9518.0,3072.0,348.0,2546.0,2315.0,855.0,9285.0,3209.0,1877.0,13881.0,3569.0,2368.0,2570.0,2882.0,34445.0,4138.0,1664.0,1984.0,3228.0,5808.0,2809.0,14270.0,7130.0,3095.0,2790.0,44471.0,9579.0,3729.0,4263.0,1248.0,9074.0,16764.0,184.0,291.0,12831.0,6285.0,2028.0,3786.0,16326.0,3066.0,1789.0,,511.0,1330.0,2101.0,153.0,1853.0,2369.0,2793.0,3464.0,2679.0,1627.0,85544.0,393.0,,3820.0,4379.0,2035.0,3251.0,2207.0,1778.0,1955.0,1819.0,3917.0,,195604.0,928.0,2936.0,1813.0,6859.0,1782.0,2367.0,721.0,3960.0,4772.0,1423.0,6711.0,2323.0,1366.0,1691.0,1824.0,2565.0,5055.0,6178.0,1054.0,2224.0,1203.0,1877.0,2702.0,1281.0,2305.0,2205.0,2745.0,1397.0,2350.0,2047.0,2662.0,5527.0,110.0,2511.0,,1878.0,8090.0,2446.0,3076.0,7936.0,2555.0,1780.0,36.0,1763.0,3659.0,2408.0,2524.0,6256.0,2229.0,3160.0,1841.0,1515.0,86227.0,12419.0,7225.0,9382.0,10936.0,93.0,5581.0,2289.0,4394.0,46229.0,2375.0,1671.0,5834.0,7489.0,1768.0,5789.0,1532.0,8768.0,1899.0,2691.0,1827.0,23.0,2940.0,16387.0,4986.0,2390.0,3282.0,629.0,6971.0,1580.0,8838.0,3524.0,2343.0,2676.0,5388.0,3144.0,3348.0,1554.0,1942.0,2809.0,3522.0,390.0,2404.0,2063.0,1365.0,3016.0,1391.0,3495.0,37.0,106330.0,159.0,76624.0,2580.0,2499.0,7.0,1769.0,3622.0,437.0,3770.0,51823.0,79.0,3768.0,3570.0
