	reverting_bot	reverted_bot	total_reverts	ns0_reverts	ex0	ex1	ex2	ex3	ex4	ex5	ex6	ex7	ex8	ex9	ex10
62	"=HYPERLINK(""http://enwp.org/User:AvicBot"",""AvicBot"")"	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	198.0	196.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=NeoFio&diff=prev&oldid=518529851"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Goujeau&diff=prev&oldid=554484613"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Janus_Zeal&diff=prev&oldid=543261991"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Funguy&diff=prev&oldid=518522290"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Cerny_Mancujk&diff=prev&oldid=554481788"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ian_Hunter_(rugby)&diff=prev&oldid=458515140"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Alhacen&diff=prev&oldid=517518482"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Glenn_(Chrono_Trigger)&diff=prev&oldid=543260383"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Cervus_megaceros&diff=prev&oldid=553111092"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Nina_van_pallandt&diff=prev&oldid=548829648"",""diff"")"	
63	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	"=HYPERLINK(""http://enwp.org/User:SteveBot"",""SteveBot"")"	34.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:Middle_East_and_North_Africa_protests&diff=prev&oldid=437958805"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:2010-2011_Middle_East_and_North_Africa_protests&diff=prev&oldid=436652357"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_Middlesex_CCC_players&diff=prev&oldid=439813880"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:2011_European_E._coli_O104:H4_outbreak&diff=prev&oldid=438973567"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:Season_seven_episodes&diff=prev&oldid=440312772"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Blood_Stone_(video_game)&diff=prev&oldid=492959005"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:2010-2011_Arab_world_protests&diff=prev&oldid=436652330"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Malcolm_Wilkerson&diff=prev&oldid=439813332"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Pingyuan_(coastal_battleship)&diff=prev&oldid=441314869"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:West_Is_West_(film)&diff=prev&oldid=438977299"",""diff"")"	
64	"=HYPERLINK(""http://enwp.org/User:AvicBot"",""AvicBot"")"	"=HYPERLINK(""http://enwp.org/User:SteveBot"",""SteveBot"")"	30.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Treaty_of_Amity_and_Commerce_(USA–Sweden)&diff=prev&oldid=557472732"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:USB/Archive1&diff=prev&oldid=472384011"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:POSPC&diff=prev&oldid=536265609"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Deportivo_Temuco&diff=prev&oldid=480071566"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Commercial_Aircraft_Corporation_of_China_Ltd.&diff=prev&oldid=441383497"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:U.S.-Thai_Treaty_of_Amity&diff=prev&oldid=459751007"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Districts_of_Orissa&diff=prev&oldid=536007845"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Universal_Serial_Bus/Archive3&diff=prev&oldid=472384111"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:2011_Canterbury_earthquake&diff=prev&oldid=455721011"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Back_To_Love_(Beth_Nielsen_Chapman_album)&diff=prev&oldid=467644569"",""diff"")"	
65	"=HYPERLINK(""http://enwp.org/User:Cydebot"",""Cydebot"")"	"=HYPERLINK(""http://enwp.org/User:CountryBot"",""CountryBot"")"	67.0	67.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pearl_Brewing_Company&diff=prev&oldid=452105292"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Finnish_exonyms_for_places_in_Norway:_Finnmark&diff=prev&oldid=451999257"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=1986_Lipton_International_Players_Championships_–_Men's_Doubles&diff=prev&oldid=451912394"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Conditioning_(probability)&diff=prev&oldid=451946121"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=2006_Formula_Renault_seasons&diff=prev&oldid=451916331"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_Silver_Slugger_Award_winners_at_first_base&diff=prev&oldid=452070032"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Bahnbetriebswerk_(steam_locomotives)&diff=prev&oldid=451932855"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_6th-century_BCE_lunar_eclipses&diff=prev&oldid=452028163"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_birds_of_Mali&diff=prev&oldid=452072999"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_county_subdivisions_in_Michigan&diff=prev&oldid=452074081"",""diff"")"	
66	"=HYPERLINK(""http://enwp.org/User:ClueBot III"",""ClueBot III"")"	"=HYPERLINK(""http://enwp.org/User:Legobot"",""Legobot"")"	105.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=599433136"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Sailing_to_Byzantium&diff=prev&oldid=584166800"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=580230980"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=574147340"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=584623157"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=610370768"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=573732384"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Whaledad&diff=prev&oldid=619720871"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=579621591"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=611049096"",""diff"")"	
67	"=HYPERLINK(""http://enwp.org/User:AnomieBOT"",""AnomieBOT"")"	"=HYPERLINK(""http://enwp.org/User:Legobot"",""Legobot"")"	392.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=447452750"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=455627536"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=424625375"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=465218547"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=417531627"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=526107070"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=618688960"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=455818231"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=617716027"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Possibly_unfree_files&diff=prev&oldid=454181141"",""diff"")"	
68	"=HYPERLINK(""http://enwp.org/User:Lowercase sigmabot III"",""Lowercase sigmabot III"")"	"=HYPERLINK(""http://enwp.org/User:Legobot"",""Legobot"")"	44.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:-revi&diff=prev&oldid=618062027"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Ryan_Vesey&diff=prev&oldid=592261392"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Geremy.Hebert&diff=prev&oldid=600252735"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Geremy.Hebert&diff=prev&oldid=603240079"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Yutsi&diff=prev&oldid=593047869"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Geremy.Hebert&diff=prev&oldid=606117336"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Geremy.Hebert&diff=prev&oldid=595531039"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Konveyor_Belt&diff=prev&oldid=594303839"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Geremy.Hebert&diff=prev&oldid=612447287"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Geremy.Hebert&diff=prev&oldid=608003848"",""diff"")"	
69	"=HYPERLINK(""http://enwp.org/User:Mathbot"",""Mathbot"")"	"=HYPERLINK(""http://enwp.org/User:Yobot"",""Yobot"")"	46.0	46.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(N)&diff=prev&oldid=383908554"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(V)&diff=prev&oldid=412045742"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(Z)&diff=prev&oldid=383908782"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(H)&diff=prev&oldid=383908441"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(G)&diff=prev&oldid=469398496"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(V)&diff=prev&oldid=411654498"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(X)&diff=prev&oldid=469398894"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(V)&diff=prev&oldid=412789385"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(V)&diff=prev&oldid=469398841"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(K)&diff=prev&oldid=469398606"",""diff"")"	
70	"=HYPERLINK(""http://enwp.org/User:Cydebot"",""Cydebot"")"	"=HYPERLINK(""http://enwp.org/User:Yobot"",""Yobot"")"	760.0	5.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Ancus_Marcius&diff=prev&oldid=368686854"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Anna_Weamys&diff=prev&oldid=369032799"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Publius_Aelius_Aelianus&diff=prev&oldid=368987202"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Patrick_Duffy_(bishop)&diff=prev&oldid=368660170"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Elizabeth_Thackery&diff=prev&oldid=368710802"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Jane_Gomeldon&diff=prev&oldid=368667858"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Jacob_Katzenberg&diff=prev&oldid=369009479"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Thoros_of_Edessa&diff=prev&oldid=368711689"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Alexander_Helios&diff=prev&oldid=369005861"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Tony_Maggs&diff=prev&oldid=369097630"",""diff"")"	
71	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	"=HYPERLINK(""http://enwp.org/User:AnomieBOT"",""AnomieBOT"")"	196.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=380604745"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=376133874"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=377189251"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=378407265"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=377108140"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=379084676"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=379494177"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=378685350"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=381083855"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=375957438"",""diff"")"	
72	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:JackieBot"",""JackieBot"")"	1895.0	1319.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Shipment_(Star_Trek:_Enterprise)&diff=prev&oldid=544028944"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Karpin_(disambiguation)&diff=prev&oldid=545394312"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_minor_planets/56501–56600&diff=prev&oldid=541669375"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pas_de_deux_(disambiguation)&diff=prev&oldid=544410120"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Rapid_transit_in_Serbia&diff=prev&oldid=546126327"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=James_Hannen,_Baron_Hannen&diff=prev&oldid=543947716"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=I_Love,_You_Love&diff=prev&oldid=546120273"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Szewce&diff=prev&oldid=545069740"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Hawaiia_minuscula&diff=prev&oldid=542844857"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_minor_planets/140101–140200&diff=prev&oldid=541668789"",""diff"")"	
73	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:JackieBot"",""JackieBot"")"	336.0	296.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Burmese_constitutional_referendum,_1973&diff=prev&oldid=546516212"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Michael_Scheuer&diff=prev&oldid=529314323"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:User_rut&diff=prev&oldid=514926709"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Honeybee_Robotics&diff=prev&oldid=548530938"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Good_Smile_Company&diff=prev&oldid=532499718"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Chilean_literary_critics&diff=prev&oldid=547989868"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Tokyo_Metro_Namboku_Line&diff=prev&oldid=547805727"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Eddermys_Sanchez&diff=prev&oldid=545818555"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Deltoblastus&diff=prev&oldid=546704183"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Dave_Wilkins&diff=prev&oldid=548259725"",""diff"")"	
74	"=HYPERLINK(""http://enwp.org/User:KLBot2"",""KLBot2"")"	"=HYPERLINK(""http://enwp.org/User:JackieBot"",""JackieBot"")"	171.0	43.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ailsacrinus&diff=prev&oldid=548949498"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Magmatism&diff=prev&oldid=551595290"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Mohammedan_Sporting_Club_(Dhaka)_players&diff=prev&oldid=546107270"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Athletics_in_Uganda&diff=prev&oldid=546154407"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Museums_in_Turkmenistan&diff=prev&oldid=547589957"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Turkish_publishers_(people)&diff=prev&oldid=546114293"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Juma_Mkambi&diff=prev&oldid=549609743"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Women's_football_in_Finland&diff=prev&oldid=545851412"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Journal_of_General_Physiology&diff=prev&oldid=552099187"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Songs_written_by_Sean_Garrett&diff=prev&oldid=546165884"",""diff"")"	
75	"=HYPERLINK(""http://enwp.org/User:Chobot"",""Chobot"")"	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	91.0	46.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Songgan_County&diff=prev&oldid=358776578"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Suncheon_Station&diff=prev&oldid=415076098"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pretty_Girl_Special_Edition&diff=prev&oldid=348509187"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Knox_County,_Indiana&diff=prev&oldid=548836134"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Manus_Province&diff=prev&oldid=548851429"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:French_football_chairmen_and_investors&diff=prev&oldid=548604204"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Harper_County,_Oklahoma&diff=prev&oldid=548614005"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:King_William_County,_Virginia&diff=prev&oldid=548835659"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Boone_County,_Indiana&diff=prev&oldid=548466227"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ulsan_Hyundai_Mipo_Dockyard_FC&diff=prev&oldid=434559134"",""diff"")"	
76	"=HYPERLINK(""http://enwp.org/User:RussBot"",""RussBot"")"	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	1163.0	841.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:BC_Lokomotiv_Rostov&diff=prev&oldid=423417378"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Italian-Maltese_relations&diff=prev&oldid=426573086"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_Maryland_hurricanes_(1950-1979)&diff=prev&oldid=616445122"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia_talk:Articles_for_creation/Elias_Mendes_Trindade&diff=prev&oldid=413090595"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:U.S._Route_40_Alternate_(central_Maryland)&diff=prev&oldid=423865317"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Estadio_Octavio_Mangabeira&diff=prev&oldid=330237456"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Germany–Ukraine_relations&diff=prev&oldid=426640836"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Châtillon_-_Montrouge_(Paris_Métro)&diff=prev&oldid=574483885"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Topic_outline_of_algebra&diff=prev&oldid=413318924"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=CA_Morelia&diff=prev&oldid=280778459"",""diff"")"	
